"7810","Dongle Logic Pro 7","Dongle Logic Pro 7","Logic Pro 7","120","f","0657","82","\N","2004","\N"
"8156","Marianne","Adapter PBG4 zu S-Video und Chinch","\N","95","f","0298","81","\N","2005","\N"
"7423","Dongle Logic Pro 7","Dongle Logic Pro 7","Logic Pro 7","95","t","0556","82","2P5041324RPU","2004","538"
"8273","VGA-Adapter zu iBook","VGA-Adapter zu iBook","\N","95","f","0306","81","\N","2002","\N"
"8510","Mini-DVI zu VGA  Adapter ","Mini-DVI zu VGA Adapter","\N","95","f","1219","81","\N","2007","40.-"
"7250","USB SERIAL ADAPTER","KEYSPAN USB SERIAL ADAPTER,","Treiber","95","f","0919","81","\N","2005","70"
"8599","Guenter","Adapter MB,iMac etc. zu S-Video und Chinch","\N","95","f","1319","81","\N","2008","\N"
"8511","Mini-DVI zu VGA  Adapter ","Mini-DVI zu VGA Adapter","\N","95","f","1237","81","\N","2007","40.-"
"8508","Mini-DVI zu VGA  Adapter ","Mini-DVI zu VGA Adapter","\N","95","f","1220","81","\N","2007","40.-"
"8601","Mini-DVI zu VGA ","Mini-DVI zu VGA Adapter fuer MB etc.","\N","95","f","1321","81","\N","2007","40.-"
"8651","MAX5 iLok 02","iLok fuer MAX/MSP/JITTER 5, Max 5 installieren, starten, authentifizieren via ilok, einstecken","iLok fuer MAX/MSP/JITTER 5, Max 5 installieren, starten, authentifizieren via ilok, einstecken","95","t","1362","82","0x000708D8","2008","500"
"8307","NPort 5610","Moxa NPort 5610, 16Port RS 232 device-server, translearn","\N","95","f","1037","59","\N","2006","\N"
"8690","MiniVGA  Adapter ","nur fuer PB 12, MacBook 13, iMac","\N","95","f","1148","81","\N","2007","40.-"
"8653","MAX5 iLok 04","iLok fuer MAX/MSP/JITTER 5, Max 5 installieren (www.cycling74.com), starten, authentifizieren via ilok, einstecken","iLok fuer MAX/MSP/JITTER 5, Max 5 installieren (www.cycling74.com), starten, authentifizieren via ilok, einstecken","95","t","1364","82","0x000708C8","2008","500"
"8656","MAX5 iLok 07","iLok fuer MAX/MSP/JITTER 5, Max 5 installieren (www.cycling74.com), starten, authentifizieren via ilok, einstecken","iLok fuer MAX/MSP/JITTER 5, Max 5 installieren (www.cycling74.com), starten, authentifizieren via ilok, einstecken","95","t","1367","82","0x000708A6","2008","500"
"8658","MAX5 iLok 09","iLok fuer MAX/MSP/JITTER 5, Max 5 installieren (www.cycling74.com), starten, authentifizieren via ilok, einstecken","iLok fuer MAX/MSP/JITTER 5, Max 5 installieren (www.cycling74.com), starten, authentifizieren via ilok, einstecken","95","t","1369","82","0x000708C0","2008","500"
"8659","MAX5 iLok 10","iLok fuer MAX/MSP/JITTER 5, Max 5 installieren (www.cycling74.com), starten, authentifizieren via ilok, einstecken","iLok fuer MAX/MSP/JITTER 5, Max 5 installieren (www.cycling74.com), starten, authentifizieren via ilok, einstecken","95","t","1370","82","0x000708EF","2008","500"
"8657","MAX5 iLok 08","iLok fuer MAX/MSP/JITTER 5, Max 5 installieren (www.cycling74.com), starten, authentifizieren via ilok, einstecken","iLok fuer MAX/MSP/JITTER 5, Max 5 installieren (www.cycling74.com), starten, authentifizieren via ilok, einstecken","95","t","1368","82","0x0007093D","2008","500"
"7830","MiniVGA  Adapter","Fuer Apple iBooks, iMac, eMac mit mini VGA-Ausgang","\N","95","f","0305","81","\N","2003","40.-"
"8855","Mini-DVI zu VGA Adapter","Mini-DVI zu VGA Adapter, fuer powerBook 12"", MacBook weiss/schwarz, MacMini (early 2009), iMac (bis 2008)","\N","95","t","0168","81","\N","2009","39"
"8857","Mini-DVI zu VGA Adapter","Mini-DVI zu VGA Adapter, fuer powerBook 12"", MacBook weiss/schwarz, MacMini (early 2009), iMac (bis 2008)","\N","95","t","0169","81","\N","2009","39"
"8858","Mini-DVI zu VGA Adapter","Mini-DVI zu VGA Adapter, fuer powerBook 12"", MacBook weiss/schwarz, MacMini (early 2009), iMac (bis 2008)","\N","95","t","0163","81","\N","2009","39"
"8864","LAMINATOR A3","A3 Laminiergeraet","Manual, hintere Ablage (Achtung, muss montiert und wieder demontiert werden, 175mic Folie Glossy (Bezug:multicom-ag.ch)","95","t","0172","76","0001045","2009","500"
"8639","DVI zu VGA Adapter","\N","\N","95","f","0798","81","\N","2008","25"
"8868","DVI zu VGA Adapter","\N","\N","95","f","0841","81","\N","2008","\N"
"7421","Lambda Fox RFA-3","Messgeraet RFA3, extrem heikel. Manual beachten! Messungen elektromagnetischer Stahlung ab 10 MHz bis 3.3 GHz (Handystrahlung etc.)","Manual, Ladestation, Tape mit Beispielen, Tannenbaum-Antenne, Stab-Antenne, Tasche","95","t","0813","76","05050580","2005","1298.75"
"8405","MiniVGA  Adapter ","nur fuer PB 12, MacBook 13, iMac","\N","95","f","1140","81","\N","2007","40.-"
"8903","ext HD LaCie 320GB","Ext. Harddrive, 320 GB, FW800, FW400, USB2","USB-Kabel, FW-Kabel6/6","95","f","1294","52","1203802131143QR","2008","240"
"8454","Cutie","Cutie, 80GB, ext. HD, FireWire400","Tasche","95","t","1179","52","CJC06450030","2007","99"
"8906","Nikkor Zoom Objektiv 16-85","Nikkor AF-S DS Nikkor, 16-85mm, f/3.5-5.6G IF-VR, zu Kameraset 0277","Objektivsack, Manual","95","f","0912","48","22121651","2009","650"
"8905","Nikkor Zoom Objektiv 70-300","Nikkor AF-S VR Zoom, 70-300mm, f/4.5-5.6 G IF-ED, zu Kameraset 0277","Objektivsack, Manual","95","f","0946","48","2518965","2009","650"
"8908","Nikon Speedlight SB-900","Nikon Speedlight SB-900,  34 ISO 100, zu Kameraset 0277","Tasche, Diffusor, Filter, Manual","95","f","0861","48","22121651","2009","500"
"7355","LaCie d2 DVDRW","CD/DVD-Brenner USB&FW, 16X, Double Layer Nur FW!","Netzteil, USB-Kabel, FW-Kabel","95","t","0871","52","451701591","2005","\N"
"8909","AKG B 29 L","Phantomspeisung fuer AKG Micro","\N","95","t","0875","55","\N","2009","70"
"8910","AKG B 29 L","Phantomspeisung fuer AKG Micro","\N","95","t","0876","55","\N","2009","70"
"8913","AKG B 29 L","Phantomspeisung fuer AKG Micro","\N","95","t","0883","55","\N","2009","70"
"7871","Steadycam","Handstativ, ermoeglicht ruhige Kamerafuehrung aus der freien Hand.","Tasche, Platte, Tischaufsatz, 2 Gewichthalter, 5 Gewichte","95","t","0188","61","\N","2000","\N"
"8296","HP Scanjet 4370","Flachbildscanner 3.600dpi,bis zu 3.600x7.200dpi Hardware-Aufloesung,48Bit,mit integriertem Durchsichtaufsatz fuer Dias und Negative","Netzkabel, Netzteil, USB-Kabel, Software","95","t","1030","60","CN64UA20TC","2006","CHF 132"
"7955","Sony MZ-R909","Minidisk Walkman","Kopfhoerer (earplugs)fehlen, Netzteil, Batterieadapter, Tasche, opt. Kabel, Mikrofon mit 3.5 mm Jack/Elektret-Kondensator/Stereo/100-15000 Hz/Impedanz 1 kOhm/90Grad /120Grad /1.5 V, 85 dB/110 dB","95","t","0004","42","\N","2000","\N"
"7676","Sony Minidisk Deck MDS-JE520","Sony Minidisk Deck MDS-JE520","\N","133","f","0686","42","1500944","0","\N"
"7357","Mischpult MX 602 A","Eurorack,2x Mono In (Mic/Line), 2x Stereo In, 3-Band EQ, 1x Aux Send, 1x Aux Return, 2-Track In/Out, Phantomspeisung, gehoert zu 1128","Netzteil, div Audiokabel","95","f","0075","40","SN: MO217585086","2000","\N"
"7449","Mischpult  MX 602 A","Eurorack,2x Mono In (Mic/Line), 2x Stereo In, 3-Band EQ, 1x Aux Send, 1x Aux Return, 2-Track In/Out, Phantomspeisung, zu 1129","Netzteil","95","f","0096","40","SN: MO217583086","2000","\N"
"7681","Spirit E6","Mischpult, fest installiert ","\N","95","t","0642","40","SN: RW5650EU010305","2004","231,90"
"8413","Spirit E6","Mischpult, im Audiorack","\N","95","f","0644","40","SN: RW5650EU010305","2004","231,90"
"8753","Lemur","12""Touchscreen Monitor","Netzteil, Stromkabel, gekreuztes Ethernetkabel, Software","95","t","0040","40","001427010388","2008","2500"
"7880","Monacor CCD","Waterproof Camera","CoAxKabel, Power Supply TVCCD-160 S, Staender","95","t","0194","67","\N","2000","\N"
"8688","JenCam-FCB-IX11APFG","2 Stueck: high-performance Sony FCB-IX colour block camera in JenCam Gehaeuse. Opt. Zoom 10fach, dig. Zoom 4fach, Sensor 1/4"", PAL","2 Netzteile, Manual","95","t","1396","67","\N","2007","\N"
"7573","Ghettoblaster","Ghettoblaster","\N","95","t","0703","42","\N","2000","\N"
"7879","FM/CD/Tape","Sony CD Radio Casetterecorder mit digitalem Out, gehoert in die Gaestewohnung","Fernbedienung","140","f","0211","42","\N","2003","180.-"
"7252","Pioneer  A-109 (Jail-Kursraum)","Stereo Amplifier, 2x40W/8Ohm (Jail-Kursraum)","\N","128","f","0736","42","DISI046905YY","2004","259"
"8350","Pioneer  A-109","Stereo Amplifier, 2x40W/8Ohm, SigTec","\N","104","f","1088","42","\N","2004","259"
"7797","Boss Mikromixer KM-04","Phantomspeisung fuer Mikrofone","\N","95","t","0691","55","\N","0","\N"
"7833","MacAlly FW Hub","FireWire Hub, Schnittplatz 2","\N","95","f","0589","59","\N","2003","\N"
"7866","Bluescreen","portabler Bluescreen","Tasche","95","t","0609","54","\N","2004","\N"
"8312","Apple Wireless Mouse","Apple Wireless Mouse, benoetigt Bluetooth ","\N","95","f","1043","72","\N","2006","73"
"8451","Audioset/Funkmikro","Audioset fuer Praesentation, Podiumsdiskussion usw. Nicht fuer Partys! Mono!","Powermixer, Tasche mit 2 Boxenstaender, 2Boxen, i-Mic (incl.Minijack+USB-Kabel), 4Funkmikrofone, Rack, Kabel","95","f","1174","42","\N","2007","2500"
"8689","Naehmaschine Singer 155","Naehmaschine","Fussschalter, Transportverpackung","95","f","1397","76","ZHV709302096","2008","260"
"8889","Lasercutter, gross","Lasercutter ModNr.: LG1200, Cutting Area 1200X800 mm, Manual an der Wand unbedingt beachten, Kuehlwasser unbedingt kontrollieren","Rechner 0818, Monitor 0820, Maus 0672, Tastatur 0821","127","t","0814","45","\N","2006","10000"
"7602","Toshiba 1550","Kopierer, kann nicht ausgeliehen werden","Stromkabel","109","f","0046","45","\N","2000","\N"
"8919","Lichtbildwand Starlux","grossse Lichtbildwaende s/w","Leinwand ohne Stativ","95","f","0916","44","\N","2006","150,-"
"8920","Lichtbildwand Starlux","grossse Lichtbildwaende s/w","Leinwand ohne Stativ","95","f","0975","44","\N","2006","150,-"
"8922","Lichtbildwand Starlux","grossse Lichtbildwaende s/w","Leinwand ohne Stativ","95","f","0976","44","\N","2006","150,-"
"8923","Lichtbildwand Starlux","grossse Lichtbildwaende s/w","Leinwand mit Stativ","95","f","0719","44","\N","2006","150,-"
"8925","Fotostativ Hama","mittleres Fotostativ 55 bis 155 cm, max 4 Kg","Tasche, Platte","95","t","0625","61","\N","2010","80"
"8928","Nikon ML-L3","Infrarot-Fernbedienung","Taeschli ","95","t","0629","48","\N","2009","50"
"7428","Mikrofon ECM-959","Stereo-Mikro","Windschutz,  MiniJack/Jack","95","t","0263","55","\N","2000","\N"
"8917","Lichtstativ","2 Stueck Lichtstative 70-200cm, 3/8 Gewinde, zu Aktivboxen Set (0247)","\N","95","f","0915","61","\N","2008","\N"
"8929","FAX","Brother Fax 2820","\N","144","f","0661","68","K9N194492","2010","350"
"8719","Apple optical Mouse","Apple optical Mouse USB mit scroll","\N","95","t","1427","72","\N","2008","ca 50,-"
"8717","Lichtstativ","Lichtstativ 70-240cm, 1.1kg Tragkraft, 3/8 Gewinde, ist bei Dedolight 0369","\N","95","f","1425","61","\N","2008","150"
"7772","dedolight aspherics2","12V Spot, mit Stativ InvNr. 1425 in Manfrotto Stativtasche","Dimmer, Stativ InvNr. 1425, Stativtasche","95","t","0369","54","\N","2003","\N"
"7938","3Com dualspeed Switch","16 Hub","Netzteil","95","f","0115","59","\N","2000","\N"
"8931","USB2 HD 500GB","LaCie Petit USB2 HD 500GB","USB-Kabel","95","f","0631","52","12901002055067K","2010","100"
"8935","USB2 HD 500GB","LaCie Petit USB2 HD 500GB","USB-Kabel","95","f","0645","52","12901002052336K","2010","100"
"8662","HPCLJ5550 Schaltuhr","Schluessel zur Schaltuhr fuer Drucker HP-CLJ5550. Mit Ende der Ausleihe muss ein Ausdruck Verbrauchsmaterial abgegeben werden","Gelber Schluesselanhaenger, mit Ende der Ausleihe muss ein Ausdruck Verbrauchsmaterial abgegeben werden!","95","t","1346","79","419 45420","2008","\N"
"7862","Steckschluesselsatz 3/8","Proxxon Steckschluesselsatz, 3/8 Antrieb, Nuesse 6-24mm, Verlaengerung, Etui","6-24mm, Etui","95","f","0570","76","\N","2004","\N"
"8944","MB (Regine)","13-Inch/LED/2.26/2x2GB/250GB/SD, ModNr: A1342","VGA-Adapter, Netzteil/Snr: MV0100JATAGKA","120","f","0726","77","450133Z98PX","2010","1250"
"8608","Logitech cordless keyboard","cordless ","Station, Maus, Tastatur","95","t","0364","72","\N","2000","\N"
"8885","Power Adapter","85W MagSafe MacBook und MacBookPro, zu MB1234","\N","95","f","0939","74","\N","2009","125"
"8946","AdamSub10","aktiver Subwoofer, AdamSub10 mk2, 200/300W","Netzkabel","133","f","0699","53","P-92302","2010","1210"
"8947","Adam S1X (1Paar)","2 Stueck aktiver Nahfeldmonitor, Adam S1X, 200/280W","Netzkabel","133","f","0750","53","P-84376, P-84375","2010","2540"
"8948","Track One","PreAmp/De-Esser, SPL-Track One, Mod. 2960","Netzkabel","133","f","0737","42","9606138","2010","900"
"8137","Bernina 217-N-06","Bernina 217-N-06 Industrie-Naehmaschine, Zickzack, Anleitung beachten und/oder Christina Hagmann (0764166518) fragen!!!","Tisch, 4 Fuesse, 17 Spulen, oel, 1 Kapsel, Nadeln, Lampe, Schraubenzieher, Manual, div. Faeden","119","t","0265","76","69230621","2005","2300"
"8723","Acer Veriton T661 ","Intel Quad Q9300, 2.5GHz,2x2048MB,640GB, 16xDVD-Burner, XP-Pro","","95","t","1433","50","PST66E1Z27842012511800","2008","1300"
"8699","Sony Portable Reader PRS 500","Sony ebook-reader","4 GB SDHC,Netzteil","95","f","1408","44","14839237 1166952","2008","\N"
"7443","Behringer HA4700 (Audiostudio)","Kopfhoerer-Verstaerker mit Rackmischer","\N","133","f","0407","40","SN: N0315915184","2003","295"
"7677","Mackie Onyx 1620","Analog Mischpult 16 Kanal plus Firewire-Erweiterung","Firewire-Erweiterung","133","f","0690","40","SN: JR11008","2004","1974"
"8953","hp L1925","\N","\N","95","t","0738","80","\N","2001","\N"
"8955","USB-Maus","USB-Maus mit 3Tasten und Scroll","\N","95","t","0513","72","\N","2010","\N"
"8956","USB-Maus","USB-Maus mit 3Tasten und Scroll","\N","95","t","0791","72","\N","2010","\N"
"8957","USB-Maus","USB-Maus mit 3Tasten und Scroll","\N","95","t","0774","72","\N","2010","\N"
"8958","USB-maus","mit drei Tasten und Scroll","\N","95","t","0786","72","\N","2010","\N"
"8959","USB-Maus","mit drei Tasten und Scroll","\N","95","t","0779","72","\N","2010","\N"
"8960","USB-Maus","mit drei Tasten und Scroll","\N","95","t","0503","72","\N","2010","\N"
"8961","USB-Maus","mit drei Tasten und Scroll","\N","95","t","0790","72","\N","2010","\N"
"8962","USB-Maus","mit drei Tasten und Scroll","\N","95","t","0785","72","\N","2010","\N"
"8963","USB-Maus","mit drei Tasten und Scroll","\N","95","t","0508","72","\N","2010","\N"
"8966","USB-Maus","mit drei Tasten und Scroll","\N","95","t","0511","72","\N","2010","\N"
"8967","USB-Maus","mit drei Tasten und Scroll","\N","95","t","0507","72","\N","2010","\N"
"8969","USB-Maus","mit drei Tasten und Scroll","\N","95","t","0499","72","\N","2010","\N"
"8972","USB-Maus","mit drei Tasten und Scroll","\N","95","t","0489","72","\N","2010","\N"
"7889","Office 100, Endziffer 22","+41 61 269 9222","Netzteil Basisstation","112","f","0531","62","\N","2000","\N"
"7388","Plasma Display 42","Panasonic TH-42PWD6EX Plasma Display 42","Netzkabel, Fernbedienung, Manual","111","f","0256","80","SN: YB3330178","2003","7300.-"
"8692","Fellowes Bindemaschine","Fellowes Bindemaschine, Drahtbindung, nicht ausleihbar","Drahtbindungen (Kaemme) 8 mm, 10 mm, 12 mm, 14 mm","144","t","1400","68","\N","2008","900"
"8165","Magnat","3 Way Bass Reflex 120/220 Watt","Lautsprecherkabel","145","f","0601","53","\N","2000","\N"
"8853","Ext HD LaCie 500GB","LaCie ext HD 500 GB, formatiert MacOs extended,  FW 400, USB 2.0, eSATA","Netzteil","95","t","0157","52","1221905211270QR","2009","100"
"8977","Power Adapter fuer Apple","MagSafe 60W MacBook ","\N","95","f","0522","74","MV0110MYE935A","2010","98"
"8525","Pioneer  A-307","Stereo Amplifier, 2x60W/8Ohm, ","Fernbedienung( im lager ), appleUni-Dock, USB-Netzteil","145","f","1253","42","\N","2007","299"
"8834","LG DVX340","DVD-Player","Fernbedienung, ","95","t","0131","46","812INXJ410018","2009","\N"
"8986","USB2 HD 500GB","LaCie Petit USB2 HD 500GB","USB-Kabel","95","t","0567","52","12961005062078K","2010","100"
"8138","Acer CE-5330","5.18 MP Dig.Fotokamera,3x 0ptical Zoom","512 MB Memory Card,4 Akkus,Ladegeraet,USB-Kabel, AV-Kabel, kl.Guerteltasche,Manual","95","t","0025","48","AM5330300153900729RGOA","2006"," 266"
"8139","Acer CE-5330","5.18 MP Dig.Fotokamera, 3x 0ptical Zoom","512 MB Memory Card, 4Akkus, Ladegeraet, USB-Kabel, Manual","95","t","0031","48","AM5330300153900729RGOA","2006"," 266"
"8685","Olympus SP","Olympus SP-550UZ","2 GB, Ladegeraet, 4 Akkus (AA), USB-Kabel, AV-Kabel","95","t","1394","48","L09219833","2008","550"
"8620","VISATEC SOLO Kit216","professioneller Studioblitz, Zubehoer: Soloflex Stoffreflektor, Reflektorueberzug, Diffusor, Adapterring ","2xSolo 1600B inkl.Blitzroehre, Transportschutzhauben, Blitzausloeser incl.Kabel u. Ersatzbatterien, 2x4m Stromkabel, Normalreflektor, Abschirmklappen-Set, Schirmreflektor, Synchrokabel(5m), Tasche mit 2 Stativen, Manual","95","t","1336","54","K01C14749/50","2008","3210"
"8669","Sony HDR-HC9E","Digitale HD-Videokamera, HDV1080i, HDV/DV, 10xoptisch, 20xDIGITAL-ZOOM/CMOS","Netzteil, Fernbedienung, USB-kabel, AV-Kabel, Komponetenvideo-Kabel, Fw-Kabel4/4,Fw-Kabel 6/4, Gegenlichtblende, Manual, Software","95","f","1386","65","136009","2008","1417"
"8998","Libec Videostativ","Libec video-Stativ TH-950 DV mit Tasche, 55 - 155 cm, bis 4 Kg","Tasche, Platte","95","t","0593","61","744899","2010","500"
"8983","USB2 HD 500GB","LaCie Petit USB2 HD 500GB","USB-Kabel","95","t","0574","52","1296105062098K","2010","100"
"8984","USB2 HD 500GB","LaCie Petit USB2 HD 500GB","USB-Kabel","95","t","0571","52","12961005062173K","2010","100"
"8985","USB2 HD 500GB","LaCie Petit USB2 HD 500GB","USB-Kabel","95","t","0568","52","12961005060986K","2010","100"
"8992","USB2 HD 500GB","LaCie Petit USB2 HD 500GB","USB-Kabel","95","t","0551","52","12961005062093K","2010","100"
"7527","Poppschutz","Poppschutz","\N","133","f","0733","55","\N","2005","50"
"8379","Aple USB Tastatur","Aple USB Tastatur","\N","95","t","1115","72","KY633002GW1ZA","2006","\N"
"8357","Public iMac SIGCOM","iMac20""intelCoreDuo-ll/2.16GHz/2.0GB/250GB/SD Public iMac, Hostname BA14EC36001, Gehaeuse ol Beschaedigt","OSX 10.6, div Programme, Maus 1105, Tastatur 1115","102","f","1095","77","W8638330VUV","2006","2264"
"8204","Sony-Kopfhoerer MDR-V150","\N","Minijack-jack","95","t","0972","69","\N","2005","34.00"
"9003","DELOCK","Kabelschloss mit T-Kupplung zum kurzfristigen Sichern der meissten Notebooks, Beamer usw.,","2 Schluessel","95","f","0611","75","14516","2009","\N"
"9006","Schluessel Mediaspace","Schluessel fuer Mediaspace Nach der Nutzung des Mediaspace muss dieser wieder aufgeraeumt werden. Abnahme. Das installierte Licht sollte nicht veraendert werden!","Schluessel fuer Mediaspace  Nach der Nutzung des Mediaspace muss dieser wieder
aufgeraeumt werden. Abnahme. Das installierte Licht sollte nicht veraendert werden!","95","t","0619","79","\N","2006","\N"
"8006","Standard SR 8500","DVD-Player","\N","95","t","0012","46","\N","2000","\N"
"8991","USB2 HD 500GB - NICHT VERLEIHEN! ","NICHT VERLEIHEN! Master MacBook und Pro mit OSX10.6.3, CS4, div. Utilities, MSOffice08, ARD - USB-Kabel - 2.Part Softwarespeicher","NICHT VERLEIHEN! Master MacBook und Pro mit OSX10.6.3, CS4, div. Utilities, MSOffice08, ARD - USB-Kabel - 2.Part Softwarespeicher","95","f","0545","52","12961005062269K","2010","100"
"8926","Fotostativ Hama","mittleres Fotostativ 55 bis 155 cm, max 4 Kg","Tasche, Platte","95","t","0659","61","\N","2010","80"
"9012","Toshiba","DVD-Player","Fernbedienung,","95","t","0348","46","948E0784PE0600","2010","70"
"9014","Toshiba","DVD-Player","Fernbedienung,","95","t","0353","46","948E1217PE0600","2010","70"
"9016","Toshiba","DVD-Player","Fernbedienung,","95","t","0329","46","948E1534PE0600","2010","70"
"9017","Toshiba","DVD-Player","Fernbedienung,","95","t","0357","46","948E1026PE060","2010","70"
"9018","Toshiba","DVD-Player","Fernbedienung,","95","t","0331","46","948E1218PE0600","2010","70"
"9019","Fotostativ Hama","mittleres Fotostativ 55 bis 155 cm, max 4 Kg","Tasche, Platte","95","t","0767","61","\N","2010","80"
"9020","Softbox","2. kleine Softbox u.a. fuer VISATEC SOLO Kit216 Inv.Nr.1336","\N","95","t","0359","54","\N","2010","\N"
"7728","Kensington MicroSaver","Kabelschloss mit T-Kupplung zum kurzfristigen Sichern der meissten Notebooks, Beamer usw., kein Masterkey","\N","95","f","0501","75","466078","2004","\N"
"9021","Power Adapter fuer Apple","MagSafe 60W MacBook ","\N","95","f","0377","74","MV02807Y9AL1A","2010","98"
"9022","Power Adapter fuer Apple","MagSafe 60W MacBook ","\N","95","f","0378","74","MV02807YGAL1A","2010","98"
"9035","THE ATER SPOT THT-501","Theaterlicht Spot max 500W, Mod.:THT-501, Lampe GY9 300/500W Halogen","Kabel, Drahtsicherung","95","t","0365","54","\N","2010","\N"
"9036","THE ATER SPOT THT-501","Theaterlicht Spot max 500W, Mod.:THT-501, Lampe GY9 300/500W Halogen","Kabel, Drahtsicherung","95","t","0375","54","\N","2010","\N"
"9037","THE ATER SPOT THT-501","Theaterlicht Spot max 500W, Mod.:THT-501, Lampe GY9 300/500W Halogen","Kabel, Drahtsicherung","95","t","0384","54","\N","2010","\N"
"7756","Pioneer DVD-V7300D","DVD- Player mit Anschluss fuer Computer (RS-232C) und PS/2 Maus, MOD:DVD-V7300D","Fernbedienung","95","f","0302","46","SN: UHEA003676EW","2003","\N"
"9063","LACIE","Festplatte 80GB, FW 400","\N","95","t","0562","52","\N","2006","\N"
"8144","iMac 20 intel","iMac20' intel2.0GHz/1.5GB/250GB/SD","OSX, XP","95","t","0209","77","SW8603JBQU2P","2006","2641"
"9070","MBP13 (Martin Schaffner)","MBP13.3/2.26/8GB/320/SD/GLSY","Monitoradapter, Netzteil","95","f","0191","77","W08211H9ATN","2010","2200"
"9071","safe","safe easykey","\N","95","f","0193","79","\N","2007","\N"
"7343","Sony DSC-F828","8MP-Kamera, Memorystick und Flashcard moeglich, MN:DSC-F828","Netz/Ladegeraet, 2 Akkus, USB-Kabel, 2GB-Memorystick, 2GB-CF, Polarisationsfilter, 16mm/2.8 Fisheye","95","t","0403","48","SN: 1732962","2004","1459"
"8803","DELOCK","Kabelschloss mit T-Kupplung zum kurzfristigen Sichern der meissten Notebooks, Beamer usw.,","\N","95","f","1246","75","0764","2009","\N"
"8800","DELOCK","Kabelschloss mit T-Kupplung zum kurzfristigen Sichern der meissten Notebooks, Beamer usw.,","\N","95","f","1032","75","0425","2009","\N"
"8832","LG DVX340","DVD-Player","Fernbedienung, ","95","t","0133","46","812INMF406771","2009","\N"
"8861","STANDARD SR-722","MPEG4/DVD/CD/HDMI-Eingang","Fernbedienung, ","95","t","0164","46","0712016333","2009","\N"
