"8702","d2 blue-ray","fuer Blu-ray-Aufzeichnung, BD (Blu-ray)/DVD/CD-Brenner USB2.0,FW400","Netzteil. USB-Kabel,FW-Kabel,Software,","95","t","1411","46","584100850","2008","800"
"8763","Litepanels MiniPlus","Lichtkoffer mit zwei LED-Lichtpanelen fuer mobile Videoaufnahmen","2 Lichtpanele, 2 Netzteile,  2 Basisplatten, 2 Ball-Montageadapter (incl. 2 Schrauben), 1 Adapter, , 2 Montageverlaengerungen, , 2 kleine Stromkabel (Jumper), 6 Verlaengerungskabel, 2x16 Filter","95","f","1013","54","22095+23614/13288+23613","2009","2700"
"8778","Power Adapter fuer Apple","MagSafe fuer Macbook und MacBookPro","\N","95","t","0033","74","MV9040aeH0XBA","2009","115"
"7609","iSight","Firewire autofocus video camera + microphone, 1/4 CCD Bildsensor 640/480 Pix","FW-Kabel, Tasche, Halterung","95","t","0282","67","SN: W93305MBMZL","2003","\N"
"7286","Sony Aktivboxen","2Stk. Sony Aktivboxen SRS-A205, 2X5Watt, 2 Eingaenge ","\N","95","t","0902","53","\N","2005","60"
"8781","Manfrotto Fotostativ","Manfrotto  7303YB,   Dreibeinstativ, 35 bis 142 cm, max. 3,5 kg, Kugelgelenk","Tasche","95","t","0048","61","\N","2009","200"
"7792","Mikrofonstaender Pro EL","Mikrofonstaender","\N","95","t","0698","61","\N","0","\N"
"8812","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","1005","69","\N","2009","15"
"8813","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","1060","69","\N","2009","15"
"8814","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","1166","69","\N","2009","15"
"8815","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","1249","69","\N","2009","15"
"8816","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","1006","69","\N","2009","15"
"8817","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","1061","69","\N","2009","15"
"8818","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","1170","69","\N","2009","15"
"8819","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","1251","69","\N","2009","15"
"8820","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","1009","69","\N","2009","15"
"8821","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","1062","69","\N","2009","15"
"8822","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","1183","69","\N","2009","15"
"8823","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","1264","69","\N","2009","15"
"8824","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","0071","69","\N","2009","15"
"8826","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","0123","69","\N","2009","15"
"8827","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","0080","69","\N","2009","15"
"8830","SONY MDR-210LP","leichte Kopfhoerer","Minijack-jack","95","t","0125","69","\N","2009","15"
"8837","LG DVX340","DVD-Player","Fernbedienung, RCA-SCART-Kabel,","95","t","0166","46","812INEW405332","2009","\N"
"8172","USB Maus ","Logitech USB Maus 3 Tasten/Scrollrad","\N","95","f","0411","72","\N","2006","\N"
"8798","DELOCK","Kabelschloss mit T-Kupplung zum kurzfristigen Sichern der meissten Notebooks, Beamer usw., ","2 Schluessel","95","f","1027","75","0408","2009","\N"
"8790","DELOCK","Kabelschloss mit T-Kupplung zum kurzfristigen Sichern der meissten Notebooks, Beamer usw., ","2 Schluessel","95","f","0986","75","0042","2009","\N"
"8743","Panasonic DMP-BD30 blu-ray","Panasonic DMP-BD30, Blu-Ray-HD-Player, HDMI, Component, Coaxial, S-video, AV, Optical, div Medien incl. SD-Card","Fernbedienung, HDMI-Kabel!!","95","t","0006","46","VS8FC009198","2009","600"
"8845","Ext HD LaCie 500GB","LaCie ext HD 500 GB, formatiert MacOs extended,  FW 400, USB 2.0, eSATA","Netzteil","95","t","0141","52","1221905211295QR","2009","100"
"8846","Ext HD LaCie 500GB","LaCie ext HD 500 GB, formatiert MacOs extended,  FW 400, USB 2.0, eSATA","Netzteil","95","t","0142","52","1221905211290QR","2009","100"
"8848","Ext HD LaCie 500GB","LaCie ext HD 500 GB, formatiert MacOs extended,  FW 400, USB 2.0, eSATA","Netzteil","95","t","0144","52","1221905211301QR","2009","100"
"8849","Ext HD LaCie 500GB","LaCie ext HD 500 GB, formatiert MacOs extended,  FW 400, USB 2.0, eSATA","Netzteil","95","t","0149","52","1221905211292QR","2009","100"
"8850","Ext HD LaCie 500GB","LaCie ext HD 500 GB, formatiert MacOs extended,  FW 400, USB 2.0, eSATA","Netzteil","95","t","0150","52","1221905211288QR","2009","100"
"8852","Ext HD LaCie 500GB","LaCie ext HD 500 GB, formatiert MacOs extended,  FW 400, USB 2.0, eSATA","Netzteil","95","t","0156","52","1221905211276QR","2009","100"
"8322","ext HD LaCie 160GB","ext. HD LaCie HD, 160GB, FW400","Netzteil, Stromkabel, FW6/6","95","t","1063","52","1045610121146FR","2006","153,-"
"8854","Ventilator","\N","\N","95","f","0160","44","\N","2006","\N"
"8325","ext HD LaCie 160GB","LaCie ext HD La Cie, 160GB, FW400","Netzteil, Stromkabel, FW6/6","95","t","1066","52","1045610120117FR","2006","153,-"
"8323","ext HD LaCie 160GB","ext HD, LaCie 160GB, FW400","Netzteil, Stromkabel, FW6/6","95","f","1064","52","1045610121327FR","2006","153,-"
